Project,TransactionPrice,Area,SaleDate,SaleType,PropertyType,Tenure,CompletionDate,NumberofUnits,PurchaserType,PostalCode,Floor,MaxFloor
TREASURES@G19,0,452.09,2012-06-13,New Sale,Apartment,Freehold,Uncompleted,1,HDB,388502,2,8
JERVOIS LODGE,0,1237.86,1995-05-01,Sub Sale,Condominium,Freehold,1997,1,Private,249018,3,4
LAKEVILLE,0,635.08,2014-04-30,New Sale,Condominium,99 yrs from 30/04/2013,Uncompleted,1,HDB,648160,2,16
MEDGE,0,462.85,2007-05-10,Sub Sale,Apartment,Freehold,Uncompleted,1,Private,308186,10,16
BOUGAINVILLA APARTMENTS,0,958.0,1996-06-18,New Sale,Apartment,Freehold,Uncompleted,1,Private,388492,6,7
THE WINDSOR,0,1550.02,1999-11-01,Resale,Condominium,Freehold,1987,1,Private,576190,4,4
CUSCADEN RESIDENCES,0,1442.38,2007-10-22,Resale,Condominium,Freehold,2002,1,Private,249723,6,20
THE M,0,592.02,2020-02-21,New Sale,Apartment,99 yrs from 03/07/2019,Uncompleted,1,Private,188945,7,20
THE ARC AT DRAYCOTT,0,1270.15,2011-11-08,Resale,Apartment,Freehold,2008,1,Private,259420,25,35
GRANGE INFINITE,0,2680.24,2011-02-01,Sub Sale,Condominium,Freehold,2011,1,Private,239700,28,36
MANDALE HEIGHTS,0,818.06,2001-12-27,New Sale,Apartment,Freehold,2004,1,HDB,308225,15,18
RAFFLESIA CONDOMINIUM,0,1323.97,2012-09-05,Resale,Condominium,99 yrs from 18/07/1997,2003,1,HDB,579800,17,20
THE IMPERIAL,0,1905.23,2009-01-07,Resale,Condominium,Freehold,2006,1,HDB,239618,12,14
ONE AMBER,0,1334.74,2006-11-11,New Sale,Condominium,Freehold,Uncompleted,1,Private,439958,2,23
UPTOWN @ FARRER,0,538.2,2021-01-02,New Sale,Apartment,99 yrs from 17/04/2017,Uncompleted,1,N.A,218773,11,22
RIVERBAY,0,656.6,2013-05-15,New Sale,Apartment,999 yrs from 02/06/1882,Uncompleted,1,HDB,328704,23,25
ORCHARD SCOTTS,0,2281.97,2010-04-23,Resale,Condominium,99 yrs from 08/11/2001,2007,1,Private,229955,11,20
TRESALVEO,0,979.52,2012-12-20,Sub Sale,Condominium,Freehold,2012,1,Private,573964,9,21
PAPILLON,0,861.12,2002-08-19,New Sale,Apartment,Freehold,2003,1,HDB,329089,2,19
THE PIER AT ROBERTSON,0,1097.93,2003-06-02,New Sale,Apartment,Freehold,Uncompleted,1,Private,239013,6,10
GRANDLINK SQUARE,0,1227.1,1996-11-12,New Sale,Apartment,Freehold,2000,1,Private,399849,6,8
THE SPECTRUM,0,871.88,2021-02-08,Resale,Condominium,Freehold,2005,1,Private,117506,1,5
RV EDGE,0,365.98,2010-02-18,New Sale,Apartment,Freehold,Uncompleted,1,HDB,248209,2,7
THE MAYFAIR,0,1205.57,1998-10-29,New Sale,Condominium,99 yrs from 04/12/1996,2000,1,HDB,609480,12,20
CLOVER BY THE PARK,0,1216.33,2008-07-08,New Sale,Condominium,99 yrs from 10/09/2007,Uncompleted,1,HDB,573975,8,39
PARK COLONIAL,0,979.52,2021-03-25,New Sale,Condominium,99 yrs from 11/10/2017,Uncompleted,1,N.A,357686,2,15
EMERALD PARK,0,1087.16,2017-09-25,Resale,Condominium,99 yrs from 01/09/1991,1993,1,Private,169586,7,14
WEST BAY CONDOMINIUM,0,1216.33,2016-09-22,Resale,Condominium,99 yrs from 01/03/1991,1993,1,Private,128040,5,7
BOTANNIA,0,1636.13,2007-08-31,New Sale,Condominium,956 yrs from 27/05/1928,Uncompleted,1,HDB,127727,1,12
THE AXIS,0,398.27,2018-09-20,Resale,Apartment,Freehold,2009,1,Private,308227,12,15
HIGH POINT,0,2927.81,2014-05-09,Resale,Apartment,Freehold,1974,1,Private,228519,13,20
J GATEWAY,0,473.62,2013-07-16,New Sale,Condominium,99 yrs from 28/08/2012,Uncompleted,1,Private,608533,20,38
LAKEHOLMZ,0,1517.72,2011-01-21,Resale,Condominium,99 yrs from 29/10/2001,2005,1,Private,649824,9,17
WATERFRONT @ FABER,0,1259.39,2016-01-27,New Sale,Apartment,99 yrs from 17/09/2013,Uncompleted,1,Private,128992,5,5
RV EDGE,0,828.83,2010-05-31,New Sale,Apartment,Freehold,Uncompleted,1,Private,248209,7,7
EIGHT RIVERSUITES,0,936.47,2014-12-09,New Sale,Condominium,99 yrs from 11/07/2011,Uncompleted,1,Private,338517,26,29
QUBE SUITES,0,452.09,2016-08-08,Resale,Apartment,Freehold,2015,1,HDB,418804,2,5
HERITAGE VIEW,0,2615.65,2000-04-24,New Sale,Condominium,99 yrs from 12/08/1996,2000,1,Private,138679,20,20
DENG FU VILLE,0,1022.58,2007-03-01,New Sale,Apartment,Freehold,2007,1,Private,417777,1,5
RITZ MANSIONS,0,1280.92,2007-06-23,Resale,Apartment,Freehold,1995,1,HDB,329776,6,10
THE PEAK@BALMEG,0,1506.96,2009-07-30,New Sale,Condominium,Freehold,Uncompleted,1,Private,119915,3,5
GRANDEUR 8,0,1420.85,2003-07-29,New Sale,Condominium,99 yrs from 16/07/2002,2005,1,Private,567746,15,19
GILSTEAD TWO,0,775.01,2010-06-28,New Sale,Apartment,Freehold,Uncompleted,1,Private,309061,9,33
ASPEN HEIGHTS,0,1603.84,2010-06-04,Resale,Condominium,999 yrs from 01/07/1841,1998,1,Private,238307,15,16
THE LINE @ TANJONG RHU,0,581.26,2012-09-07,New Sale,Condominium,Freehold,Uncompleted,1,Private,436883,10,20
SANCTUARY GREEN,0,1399.32,2000-02-01,New Sale,Condominium,99 yrs from 17/03/1997,2003,1,HDB,436925,5,19
ASPEN HEIGHTS,0,1323.97,1997-09-01,New Sale,Condominium,999 yrs from 01/07/1841,1998,1,N.A,238309,4,16
BUONA VISTA GARDENS,0,1582.31,2007-04-16,Resale,Condominium,Freehold,1989,1,Private,117687,1,4
THE CLEMENT CANOPY,0,1108.69,2017-11-03,New Sale,Apartment,99 yrs from 09/03/2016,Uncompleted,1,Private,129961,34,40
THE GARDENS AT BISHAN,0,1571.54,2001-10-18,New Sale,Condominium,99 yrs from 22/03/1997,2004,1,HDB,575574,6,20
PEPPERMINT GROVE,0,495.14,1998-03-01,Resale,Apartment,Freehold,1997,1,HDB,307971,2,3
VACANZA @ EAST,0,1022.58,2011-01-13,New Sale,Condominium,Freehold,Uncompleted,1,Private,417396,4,12
SHELFORD VIEW,0,3121.56,1997-04-08,Resale,Condominium,Freehold,1983,1,Private,288420,4,4
BELMOND GREEN,0,1313.21,2018-12-07,Resale,Condominium,Freehold,2004,1,HDB,259817,9,12
SUNFLOWER MANSIONS,0,1087.16,2000-08-30,New Sale,Apartment,Freehold,Uncompleted,1,HDB,398489,5,8
PINNACLE 16,0,925.7,2018-03-29,Resale,Apartment,Freehold,2006,1,Private,328107,16,20
ASCENTIA SKY,0,1474.67,2011-05-30,New Sale,Condominium,99 yrs from 26/03/2008,Uncompleted,1,Private,158748,16,45
WHISTLER GRAND,0,602.78,2019-06-25,New Sale,Apartment,99 yrs from 07/05/2018,Uncompleted,1,Private,126751,20,36
CARIBBEAN AT KEPPEL BAY,0,6135.48,2006-01-04,Resale,Condominium,99 yrs from 16/08/1999,2004,1,Private,98654,4,10
THE INTERLACE,0,2055.92,2016-11-03,Resale,Condominium,99 yrs from 11/02/2009,2013,1,Private,109699,5,24
HOLLAND PEAK,0,1905.23,2006-05-25,Resale,Condominium,Freehold,1994,1,Private,278740,1,9
THE CENTRIS,0,936.47,2013-04-29,Resale,Apartment,99 yrs from 21/06/2006,2009,1,Private,648341,7,16
RIVERBAY,0,753.48,2015-06-19,New Sale,Apartment,999 yrs from 02/06/1882,Uncompleted,1,HDB,328704,14,25
D'CAMBRIDGE,0,1227.1,2003-12-02,New Sale,Apartment,Freehold,Uncompleted,1,HDB,219758,3,5
NORMANTON PARK,0,731.95,2021-01-16,New Sale,Apartment,99 yrs from 22/07/2019,Uncompleted,1,N.A,117282,19,24
ELLIOT AT THE EAST COAST,0,1754.53,2012-10-04,Sub Sale,Condominium,Freehold,2012,1,Private,458710,2,5
FOURTH AVENUE RESIDENCES,0,688.9,2021-02-07,New Sale,Apartment,99 yrs from 07/03/2018,Uncompleted,1,N.A,268674,1,10
KENTISH GREEN,0,1076.4,2011-03-30,Resale,Apartment,99 yrs from 01/03/1995,1999,1,Private,218815,2,6
ONE DEVONSHIRE,0,2400.37,2012-07-04,Sub Sale,Condominium,Freehold,2011,1,Private,239896,34,36
EIGHT RIVERSUITES,0,807.3,2018-10-25,Resale,Condominium,99 yrs from 11/07/2011,2016,1,Private,338520,18,29
FABER CREST,0,1743.77,2005-08-12,Resale,Condominium,99 yrs from 12/06/1996,2001,1,HDB,129204,3,4
J GATEWAY,0,505.91,2013-07-17,New Sale,Condominium,99 yrs from 28/08/2012,Uncompleted,1,HDB,608533,10,38
THE LAKEFRONT RESIDENCES,0,990.29,2010-12-08,New Sale,Condominium,99 yrs from 03/08/2010,Uncompleted,1,HDB,648322,2,17
THE CLEMENT CANOPY,0,1345.5,2017-02-25,New Sale,Apartment,99 yrs from 09/03/2016,Uncompleted,1,Private,129960,7,40
SUITES @ GUILLEMARD,0,473.62,2009-11-09,New Sale,Apartment,Freehold,Uncompleted,1,Private,438133,3,5
GOODWOOD RESIDENCE,0,2497.25,2010-04-22,New Sale,Condominium,Freehold,Uncompleted,1,Private,259703,4,12
FOUR SEASONS PARK,0,3821.22,2007-01-18,Resale,Condominium,Freehold,1994,1,Private,249693,21,28
REFLECTIONS AT KEPPEL BAY,0,1108.69,2018-06-05,Resale,Condominium,99 yrs from 15/03/2006,2011,1,HDB,98410,6,40
DEVONSHIRE RESIDENCES,0,505.91,2011-05-16,New Sale,Apartment,Freehold,Uncompleted,1,HDB,239855,9,25
PRIME RESIDENCE,0,581.26,2011-12-27,New Sale,Apartment,Freehold,Uncompleted,1,HDB,398697,7,8
BISHAN PARK CONDOMINIUM,0,1517.72,1995-12-01,Sub Sale,Condominium,99 yrs from 01/03/1991,1994,1,Private,575572,9,10
LEVILLE ISUITES,0,613.55,2013-03-27,New Sale,Apartment,Freehold,Uncompleted,1,HDB,429621,2,5
LAKE GRANDE,0,613.55,2016-07-23,New Sale,Condominium,99 yrs from 09/06/2015,Uncompleted,1,HDB,648157,14,17
THE BALMORAL SPRING,0,1119.46,2009-08-28,Resale,Apartment,Freehold,2000,1,HDB,259888,6,10
ASPEN HEIGHTS,0,1334.74,1998-11-16,Sub Sale,Condominium,999 yrs from 01/07/1841,1998,1,Private,238309,2,16
VALLEY PARK,0,1657.66,1996-02-23,Sub Sale,Condominium,999 yrs from 21/06/1877,1997,1,Private,248360,2,20
AALTO,0,1528.49,2007-09-05,New Sale,Condominium,Freehold,Uncompleted,1,Private,437980,19,27
THE REEF AT KING'S DOCK,0,688.9,2021-01-30,New Sale,Condominium,99 yrs from 12/01/2021,Uncompleted,1,Private,97995,10,10
RIVERGATE,0,2088.22,2005-05-24,New Sale,Apartment,Freehold,Uncompleted,1,Private,238257,37,42
JUNIPER AT ARDMORE,0,3196.91,2005-06-13,Resale,Apartment,Freehold,1991,1,Private,259953,19,22
PAYA LEBAR RESIDENCES,0,936.47,1999-06-02,New Sale,Apartment,Freehold,2002,1,HDB,409042,11,16
FABER CREST,0,1754.53,2005-03-18,Resale,Condominium,99 yrs from 12/06/1996,2001,1,HDB,129196,4,4
ISLAND VIEW,0,3100.03,2017-12-22,Resale,Condominium,Freehold,1984,1,Private,119521,2,2
MON JERVOIS,0,1410.08,2015-08-11,New Sale,Condominium,99 yrs from 07/05/2012,Uncompleted,1,Private,249095,3,5
FOURTH AVENUE RESIDENCES,0,710.42,2019-02-11,New Sale,Apartment,99 yrs from 07/03/2018,Uncompleted,1,Private,268673,5,10
THE GARDENS AT BISHAN,0,1205.57,2013-05-31,Resale,Condominium,99 yrs from 22/03/1997,2004,1,Private,575577,8,20
CASUARINA COVE,0,1388.56,1995-10-16,New Sale,Condominium,99 yrs from 20/10/1993,1996,1,Private,436904,10,15
ONE LEICESTER,0,1280.92,2007-04-23,New Sale,Condominium,Freehold,Uncompleted,1,HDB,358828,3,18
ONE DUSUN RESIDENCES,0,656.6,2021-02-22,Resale,Apartment,Freehold,2016,1,Private,329363,10,28
CITY SQUARE RESIDENCES,0,1237.86,2011-08-29,Resale,Condominium,Freehold,2008,1,Private,207223,18,30
RV SUITES,0,559.73,2009-04-27,New Sale,Apartment,Freehold,Uncompleted,1,HDB,248289,7,7
THE BOULEVARD RESIDENCE,0,2034.4,2013-06-10,Resale,Apartment,Freehold,2005,1,Private,249691,23,34
KERRISDALE,0,1259.39,2007-09-21,Resale,Condominium,99 yrs from 02/04/1998,2005,1,Private,207852,24,30
PARC OASIS,0,1227.1,2000-06-04,Resale,Condominium,99 yrs from 01/12/1991,1994,1,Private,609774,5,20
AMARYLLIS VILLE,0,958.0,2003-05-19,New Sale,Condominium,99 yrs from 24/10/1997,2004,1,Private,307990,18,30
ST MICHAEL'S PLACE,0,1227.1,1999-05-20,New Sale,Apartment,Freehold,1997,1,HDB,329022,11,11
HERITAGE VIEW,0,1162.51,1998-12-24,New Sale,Condominium,99 yrs from 12/08/1996,2000,1,HDB,138678,16,20
THE INTERLACE,0,1550.02,2010-08-18,New Sale,Condominium,99 yrs from 11/02/2009,Uncompleted,1,Private,109700,8,24
CITY GATE,0,430.56,2014-08-06,New Sale,Apartment,99 yrs from 15/04/2014,Uncompleted,1,HDB,199597,16,30
ROSE VILLE,0,871.88,1999-04-29,New Sale,Apartment,Freehold,2000,1,HDB,437384,2,4
MARGARET VILLE,0,1184.04,2020-04-01,New Sale,Apartment,99 yrs from 13/03/2017,Uncompleted,1,N.A,149312,10,40
ONE-NORTH RESIDENCES,0,1162.51,2011-04-28,Resale,Apartment,99 yrs from 15/09/2005,2009,1,Private,138643,1,15
TRELLIS TOWERS,0,710.42,2005-01-04,Resale,Condominium,Freehold,2000,1,HDB,319773,19,30
THE METZ,0,1496.2,2011-06-24,Resale,Condominium,Freehold,2007,1,Private,239864,8,27
ST REGIS RESIDENCES SINGAPORE,0,2152.8,2008-06-30,Sub Sale,Apartment,999 yrs from 24/11/1995,Uncompleted,1,Private,247913,11,22
STUDIO 3,0,882.65,2003-02-10,New Sale,Apartment,Freehold,2005,1,HDB,248196,14,20
TANGLIN HILL CONDOMINIUM,0,2917.04,2006-11-21,Resale,Condominium,Freehold,1982,1,Private,247989,1,1
THE ORCHARD RESIDENCES,0,2852.46,2007-04-23,New Sale,Apartment,99 yrs from 13/03/2006,Uncompleted,1,Private,237973,17,54
CLIVEDEN AT GRANGE,0,2841.7,2007-07-25,New Sale,Condominium,Freehold,Uncompleted,1,Private,249592,11,23
PARC CLEMATIS,0,721.19,2020-04-06,New Sale,Apartment,99 yrs from 08/08/2019,Uncompleted,1,N.A,128796,16,24
DAISY LODGE,0,688.9,1996-12-03,Resale,Apartment,Freehold,1986,1,Private,359426,2,4
PAVILION 11,0,958.0,2007-04-17,New Sale,Condominium,Freehold,Uncompleted,1,Private,309979,19,31
KERRISDALE,0,990.29,2005-10-21,New Sale,Condominium,99 yrs from 02/04/1998,2005,1,HDB,207855,21,30
THE CENTRIS,0,1851.41,2006-10-25,New Sale,Apartment,99 yrs from 21/06/2006,Uncompleted,1,HDB,648339,16,16
RIVER PLACE,0,721.19,1999-07-03,New Sale,Condominium,99 yrs from 07/11/1995,1999,1,HDB,169659,4,10
JALAN BESAR PLAZA,0,914.94,2001-03-13,Resale,Apartment,Freehold,1980,1,Private,208511,10,16
THE HELICONIA,0,1334.74,2019-10-17,Resale,Condominium,Freehold,2003,1,HDB,419572,5,12
THE ACACIAS,0,1571.54,2006-12-22,New Sale,Apartment,Freehold,Uncompleted,1,HDB,358246,5,5
DUO RESIDENCES,0,645.84,2013-12-02,New Sale,Apartment,99 yrs from 01/07/2011,Uncompleted,1,Private,189350,5,49
MACKENZIE 88,0,452.09,2007-07-20,New Sale,Apartment,Freehold,Uncompleted,1,HDB,228697,6,7
AVENUE SOUTH RESIDENCE,0,656.6,2019-09-07,New Sale,Apartment,99 yrs from 14/08/2018,Uncompleted,1,HDB,168877,7,56
RIDGEWOOD,0,1367.03,2005-02-21,Resale,Condominium,999 yrs from 06/07/1885,1981,1,HDB,277107,7,23
THE WATERINA,0,699.66,2012-05-29,Resale,Apartment,Freehold,2005,1,Private,398086,2,8
ASTORIA PARK,0,850.36,2009-06-15,Resale,Condominium,99 yrs from 01/05/1993,1995,1,HDB,416828,3,15
HARBOURLIGHTS,0,1248.62,1995-10-07,New Sale,Apartment,Freehold,1997,1,Private,98865,2,7
FAR HORIZON GARDENS,0,1948.28,1997-12-01,Resale,Condominium,99 yrs from 08/03/1982,1986,1,HDB,569763,7,11
AALTO,0,1528.49,2011-04-04,New Sale,Condominium,Freehold,2010,1,Private,437980,24,27
THE METROPOLITAN CONDOMINIUM,0,1399.32,2006-12-04,New Sale,Condominium,99 yrs from 17/02/2006,Uncompleted,1,Private,158747,36,44
8 NAPIER,0,2012.87,2018-03-08,Resale,Condominium,Freehold,2010,1,Private,258502,7,9
WEST BAY CONDOMINIUM,0,850.36,1996-01-02,Resale,Condominium,99 yrs from 01/03/1991,1993,1,Private,128038,5,7
THE TESSARINA,0,990.29,2012-08-07,Resale,Condominium,Freehold,2003,1,Private,276308,6,10
BOON TECK TOWER,0,1657.66,1995-04-01,Resale,Condominium,Freehold,1984,1,HDB,329608,14,21
CITY SQUARE RESIDENCES,0,570.49,2008-12-17,Sub Sale,Condominium,Freehold,Uncompleted,1,Private,207227,17,30
FLAMINGO VALLEY,0,1388.56,2012-07-09,New Sale,Condominium,Freehold,Uncompleted,1,Private,455939,1,5
THE SHORE RESIDENCES,0,1140.98,2011-06-23,New Sale,Condominium,103 yrs from 18/08/2009,Uncompleted,1,Private,439895,19,20
ASPEN HEIGHTS,0,1582.31,1998-03-01,Sub Sale,Condominium,999 yrs from 01/07/1841,1998,1,Private,238309,7,16
GILSTEAD TWO,0,904.18,2010-06-25,New Sale,Apartment,Freehold,Uncompleted,1,Private,309061,17,33
HARBOURLIGHTS,0,818.06,1996-03-22,Sub Sale,Apartment,Freehold,1997,1,Private,98830,5,7
THE PANORAMA,0,796.54,2015-08-10,New Sale,Condominium,99 yrs from 08/04/2013,Uncompleted,1,HDB,567697,16,20
BELLEZZA @ KATONG,0,936.47,2007-01-12,New Sale,Apartment,Freehold,Uncompleted,1,HDB,429634,4,5
BOON TECK APARTMENTS,0,1237.86,1996-09-16,Resale,Apartment,Freehold,1990,1,Private,329609,3,12
N.A.,0,1937.52,2009-07-09,Resale,Apartment,Freehold,2006,1,Private,388040,2,23
THOMSON THREE,0,731.95,2013-10-11,New Sale,Apartment,99 yrs from 07/11/2012,Uncompleted,1,HDB,573893,16,21
SKY VUE,0,678.13,2013-10-25,New Sale,Condominium,99 yrs from 04/03/2013,Uncompleted,1,Private,573910,15,37
R MAISON,0,581.26,2013-04-15,New Sale,Apartment,Freehold,Uncompleted,1,Private,357699,2,5
THE LINE @ TANJONG RHU,0,419.8,2012-09-24,New Sale,Condominium,Freehold,Uncompleted,1,Private,436883,13,20
SEVENTY SAINT PATRICK'S,0,1184.04,2015-07-20,New Sale,Condominium,Freehold,Uncompleted,1,Private,424177,4,5
STEVENS LOFT,0,699.66,2003-08-28,New Sale,Apartment,Freehold,2003,1,HDB,257902,2,4
PARK INFINIA AT WEE NAM,0,1463.9,2006-03-07,New Sale,Condominium,Freehold,Uncompleted,1,Private,308342,14,31
CENTRO RESIDENCES,0,764.24,2018-05-22,Resale,Condominium,99 yrs from 11/12/2007,2014,1,HDB,567752,13,34
PARC CLEMATIS,0,742.72,2019-10-10,New Sale,Apartment,99 yrs from 08/08/2019,Uncompleted,1,Private,126740,6,24
THE SUNNY SPRING,0,1194.8,1995-05-01,New Sale,Apartment,Freehold,1998,1,Private,398074,6,8
FLAMINGO VALLEY,0,1151.75,2010-06-16,New Sale,Condominium,Freehold,Uncompleted,1,Private,455939,4,5
MARTIN NO 38,0,1334.74,2019-07-30,Resale,Apartment,Freehold,2011,1,Private,239059,6,15
8 HULLET,0,538.2,2018-10-26,New Sale,Apartment,Freehold,Uncompleted,1,N.A,229160,2,12
BARTLEY RIDGE,0,828.83,2013-04-16,New Sale,Condominium,99 yrs from 16/04/2012,Uncompleted,1,HDB,368063,5,18
PARK WEST,0,1248.62,2009-06-18,Resale,Condominium,99 yrs from 08/03/1982,1985,1,HDB,128793,10,16
STARVILLE,0,1216.33,2003-07-14,New Sale,Condominium,Freehold,Uncompleted,1,HDB,417455,8,12
THE GARDENS AT BISHAN,0,1205.57,2002-01-17,New Sale,Condominium,99 yrs from 22/03/1997,2004,1,HDB,575575,9,20
REGENT GARDEN,0,1044.11,2002-04-01,Resale,Condominium,Freehold,1983,1,HDB,127365,3,3
HERITAGE VIEW,0,1194.8,1999-04-07,New Sale,Condominium,99 yrs from 12/08/1996,2000,1,HDB,138678,9,20
VISIONCREST,0,1227.1,2017-12-13,Resale,Apartment,Freehold,2007,1,Private,238713,2,14
THE LAURELS,0,1819.12,2010-04-12,New Sale,Condominium,Freehold,Uncompleted,1,Private,229660,17,19
AVENUE SOUTH RESIDENCE,0,656.6,2019-09-07,New Sale,Apartment,99 yrs from 14/08/2018,Uncompleted,1,N.A,168877,13,56
MARGARET VILLE,0,656.6,2018-06-02,New Sale,Apartment,99 yrs from 13/03/2017,Uncompleted,1,Private,149312,6,40
FABER CREST,0,1216.33,2002-02-26,New Sale,Condominium,99 yrs from 12/06/1996,2001,1,HDB,129204,3,4
MARTIN MODERN,0,1011.82,2017-07-21,New Sale,Condominium,99 yrs from 28/09/2016,Uncompleted,1,Private,237963,30,30
MONTEBLEU,0,1593.07,2007-05-09,New Sale,Condominium,Freehold,Uncompleted,1,Private,308162,23,34
TRIBECA,0,1765.3,2007-03-05,New Sale,Condominium,Freehold,Uncompleted,1,Private,239497,7,30
CUBE 8,0,893.41,2016-03-24,Resale,Condominium,Freehold,2013,1,HDB,298130,11,35
FLYNN PARK,0,2185.09,2012-07-05,Resale,Condominium,Freehold,1986,1,Private,117755,1,4
IRIDIUM,0,2572.6,2006-05-23,New Sale,Apartment,Freehold,Uncompleted,1,Private,308349,17,17
BLUE HORIZON,0,968.76,2010-10-21,Resale,Condominium,99 yrs from 14/08/2000,2005,1,Private,128046,19,24
PARC VISTA,0,1054.87,1997-05-14,New Sale,Condominium,99 yrs from 01/03/1995,1997,1,HDB,649815,7,16
QUEENS PEAK,0,624.31,2016-12-11,New Sale,Condominium,99 yrs from 28/09/2015,Uncompleted,1,Private,149457,23,44
D'LOTUS,0,1065.64,2011-08-05,Resale,Apartment,Freehold,2008,1,Private,328784,5,20
HORIZON RESIDENCES,0,1356.26,2011-04-27,New Sale,Condominium,Freehold,Uncompleted,1,Private,118862,2,5
ROBERTSON EDGE,0,430.56,2007-01-19,Sub Sale,Apartment,999 yrs from 01/07/1841,Uncompleted,1,Private,238010,3,10
RICHMOND PARK,0,1011.82,1998-11-11,Resale,Condominium,Freehold,1996,1,Private,229920,16,28
WHISTLER GRAND,0,441.32,2021-01-10,New Sale,Apartment,99 yrs from 07/05/2018,Uncompleted,1,HDB,126752,31,36
ONE OXLEY RISE,0,1097.93,2019-08-16,Resale,Apartment,Freehold,2009,1,Private,238714,10,10
HYLL ON HOLLAND,0,656.6,2020-10-02,New Sale,Condominium,Freehold,Uncompleted,1,N.A,275750,7,10
CITYLIGHTS,0,678.13,2008-06-02,Sub Sale,Condominium,99 yrs from 05/01/2004,2007,1,HDB,208749,32,41
DOVER PARKVIEW,0,1248.62,1996-11-05,Sub Sale,Condominium,99 yrs from 01/12/1993,1997,1,Private,138685,3,16
VALLEY PARK,0,796.54,2007-08-24,Resale,Condominium,999 yrs from 21/06/1877,1997,1,Private,248368,4,20
THE TRUMPS,0,699.66,2012-03-16,Resale,Condominium,99 yrs from 14/08/2000,2005,1,Private,419154,6,17
KERRISDALE,0,990.29,2009-10-30,Resale,Condominium,99 yrs from 02/04/1998,2005,1,HDB,207855,27,30
MODA,0,979.52,2011-08-11,New Sale,Apartment,Freehold,Uncompleted,1,Private,428762,11,16
SKY@ELEVEN,0,1851.41,2011-09-01,Resale,Condominium,Freehold,2010,1,Private,297727,29,42
THOMSON THREE,0,882.65,2021-03-25,Resale,Apartment,99 yrs from 07/11/2012,2016,1,Private,573894,1,21
ROSE VILLE,0,775.01,1999-04-02,New Sale,Apartment,Freehold,Uncompleted,1,Private,437384,2,4
THE BALMORAL SPRING,0,1076.4,2009-10-26,Resale,Apartment,Freehold,2000,1,Private,259888,4,10
SKY HABITAT,0,1216.33,2014-05-14,New Sale,Condominium,99 yrs from 30/05/2011,Uncompleted,1,Private,573909,9,37
DUO RESIDENCES,0,538.2,2013-12-13,New Sale,Apartment,99 yrs from 01/07/2011,Uncompleted,1,Private,189350,26,49
HERITAGE VIEW,0,1313.21,2006-10-09,Resale,Condominium,99 yrs from 12/08/1996,2000,1,HDB,138678,18,20
CENTENNIA SUITES,0,3315.31,2010-05-26,New Sale,Condominium,Freehold,Uncompleted,1,Private,239427,36,36
SIMS URBAN OASIS,0,624.31,2015-04-27,New Sale,Condominium,99 yrs from 29/07/2014,Uncompleted,1,Private,387386,10,19
EUNOS MANSION,0,1087.16,2004-05-25,Resale,Condominium,Freehold,1982,1,Private,419535,-1,11
ST MICHAEL REGENCY,0,925.7,2009-07-10,New Sale,Apartment,Freehold,Uncompleted,1,HDB,328008,14,15
THE BELLEFORTE,0,1431.61,2002-02-05,New Sale,Apartment,Freehold,2003,1,HDB,329974,15,19
LA NOUVELLE,0,1323.97,2002-10-21,New Sale,Apartment,Freehold,2003,1,HDB,307811,4,5
ALEXIS,0,602.78,2019-11-07,Resale,Apartment,Freehold,2012,1,HDB,159949,4,6
THREE BALMORAL,0,613.55,2011-10-28,New Sale,Apartment,Freehold,Uncompleted,1,Private,259785,9,11
ALEXANDRA CENTRE,0,1711.48,2002-11-20,Resale,Apartment,Freehold,1980,1,HDB,159949,1,1
PARC VISTA,0,1248.62,1996-07-22,New Sale,Condominium,99 yrs from 01/03/1995,1997,1,Private,649815,7,16
HARBOUR VIEW TOWERS,0,1614.6,2019-11-12,Resale,Condominium,99 yrs from 01/06/1990,1994,1,HDB,109258,30,30
CLAVON,0,958.0,2020-12-13,New Sale,Apartment,99 yrs from 07/10/2019,Uncompleted,1,N.A,129963,28,37
EUHABITAT,0,581.26,2012-07-04,New Sale,Condominium,99 yrs from 06/12/2010,Uncompleted,1,Private,419551,3,5
THE REEF AT KING'S DOCK,0,1463.9,2021-01-31,New Sale,Condominium,99 yrs from 12/01/2021,Uncompleted,1,Private,98000,5,10
JADESCAPE,0,1420.85,2018-09-22,New Sale,Condominium,99 yrs from 19/06/2018,Uncompleted,1,HDB,575744,12,23
LEICESTER LODGE,0,1334.74,2014-05-16,Resale,Apartment,Freehold,2003,1,Private,358843,4,9
THE CALLISTA,0,882.65,2002-09-23,New Sale,Apartment,999 yrs from 02/06/1882,2005,1,HDB,328702,9,10
LAKEHOLMZ,0,1237.86,2013-09-20,Resale,Condominium,99 yrs from 29/10/2001,2005,1,HDB,649821,10,17
ZEDGE,0,914.94,2013-03-27,Resale,Apartment,Freehold,2010,1,Private,309973,11,20
ASTORIA PARK,0,958.0,1997-05-06,Sub Sale,Condominium,99 yrs from 01/05/1993,1995,1,HDB,416827,4,15
EUHABITAT,0,559.73,2011-10-06,New Sale,Condominium,99 yrs from 06/12/2010,Uncompleted,1,HDB,419549,5,5
TREVISTA,0,1151.75,2009-10-06,New Sale,Condominium,99 yrs from 15/07/2008,Uncompleted,1,Private,319581,21,39
